ticker,tipo,isin,nome,yahoo,mercato
XB30,etf_promo,LU2809864296,Xtrackers II Target Maturity Sept 2030 EUR Corporate Bond UCITS ETF 1D,XB30.MI,Borsa Italiana
XB32,etf_promo,LU2809864452,Xtrackers II Target Maturity Sept 2032 EUR Corporate Bond UCITS ETF 1D,XB32.MI,Borsa Italiana
XEQ2,etf_promo,LU3116008346,Xtrackers Diversified Portfolio 20% Equity UCITS ETF,XEQ2.MI,Borsa Italiana
XEQ4,etf_promo,LU3116008429,Xtrackers Diversified Portfolio 40% Equity UCITS ETF,XEQ4.MI,Borsa Italiana
XEQ6,etf_promo,LU3116008692,Xtrackers Diversified Portfolio 60% Equity UCITS ETF,XEQ6.MI,Borsa Italiana
XEQ8,etf_promo,LU3116008775,Xtrackers Diversified Portfolio 80% Equity UCITS ETF,XEQ8.MI,Borsa Italiana
XFLN,etf_promo,IE000F04HGE5,Xtrackers Floating Rate Notes Active UCITS ETF,XFLN.MI,Borsa Italiana
XDEF,etf_promo,LU3061478973,Xtrackers Europe Defence Technologies UCITS ETF 1C,XDEF.MI,Borsa Italiana
XGSD,etf_promo,LU0292096186,Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF 1D,XGSD.MI,Borsa Italiana
ALLW,etf_promo,IE000L6ZMMC4,Xtrackers FTSE All-World UCITS ETF,ALLW.MI,Borsa Italiana
AWEX,etf_promo,IE000YKHGYN2,Xtrackers FTSE All-World ex US UCITS ETF,AWEX.MI,Borsa Italiana
WIMI,etf_promo,IE000X1GW0A7,Xtrackers MSCI World IMI UCITS ETF,WIMI.MI,Borsa Italiana
WIRE,etf_promo,IE000O7Q2E56,Xtrackers Electrification Technologies & Smart Grid UCITS ETF,WIRE.MI,Borsa Italiana
XGLA,etf_promo,IE000M8F3JA6,Xtrackers Global Growth Leaders Active UCITS ETF,XGLA.MI,Borsa Italiana
XTAX,etf_promo,IE000X4A4GV2,Xtrackers Global Equity Top Active UCITS ETF,XTAX.MI,Borsa Italiana
SWDA,etf_promo,IE00B4L5Y983,iShares Core MSCI World UCITS ETF,SWDA.MI,Borsa Italiana
YCSH,etf_promo,IE000JJPY166,iShares € Cash UCITS ETF EUR (Acc),YCSH.MI,Borsa Italiana
WOEH,etf_promo,IE000P1IQS65,iShares World Equity Enhanced Active UCITS ETF EUR Hedged (Acc),WOEH.MI,Borsa Italiana
MAGR,etf_promo,IE00BLLZQ805,iShares Growth Portfolio UCITS ETF EUR (Acc),MAGR.MI,Borsa Italiana
MACV,etf_promo,IE00BLP53M98,iShares Conservative Portfolio UCITS ETF EUR (Acc),MACV.MI,Borsa Italiana
MODR,etf_promo,IE00BLLZQS08,iShares Moderate Portfolio UCITS ETF EUR (Acc),MODR.MI,Borsa Italiana
DGTL,etf_promo,IE00BYZK4883,iShares Digitalisation UCITS ETF USD (Acc),DGTL.MI,Borsa Italiana
LOCK,etf_promo,IE00BG0J4C88,iShares Digital Security UCITS ETF,LOCK.MI,Borsa Italiana
METL,etf_promo,IE000ROSD5J6,iShares Essential Metals Producers UCITS ETF USD (Acc),METL.MI,Borsa Italiana
ST4R,etf_promo,IE000A9G9R73,iShares Space Technologies UCITS ETF USD (Acc),ST4R.MI,Borsa Italiana
AINF,etf_promo,IE000X59ZHE2,iShares AI Infrastructure UCITS ETF USD (Acc),AINF.MI,Borsa Italiana
AGED,etf_promo,IE00BYZK4669,iShares Ageing Population UCITS ETF USD (Acc),AGED.MI,Borsa Italiana
HEAL,etf_promo,IE00BYZK4776,iShares MSCI World Health Care Sector Advanced UCITS ETF USD (Acc),HEAL.MI,Borsa Italiana
ISAG,etf_promo,IE00B6R52143,iShares Agribusiness UCITS ETF USD (Acc),ISAG.MI,Borsa Italiana
CHM,etf_promo,LU1834983634,Amundi STOXX Europe 600 Basic Materials UCITS ETF Acc,CHM.MI,Borsa Italiana
X13G,etf_promo,LU1681046345,Fixed Income,X13G.MI,Borsa Italiana
EMBHI,etf_promo,LU1686831030,Amundi J.P. Morgan USD Emerging Markets Bond UCITS ETF EUR Hedged Dist,EMBHI.MI,Borsa Italiana
GHYEH,etf_promo,LU2099296274,Fixed Income,GHYEH.MI,Borsa Italiana
USYH,etf_promo,LU1435356495,Amundi USD High Yield Corporate Bond ESG UCITS ETF EUR Hedged Dist,USYH.MI,Borsa Italiana
WLD,etf_promo,FR0010315770,Amundi MSCI World II UCITS ETF Dist,WLD.MI,Borsa Italiana
WLDH,etf_promo,FR0011660927,Amundi MSCI World II UCITS ETF EUR Hedged Dist,WLDH.MI,Borsa Italiana
CM9,etf_promo,FR0010756114,Amundi MSCI World Ex EMU UCITS ETF,CM9.MI,Borsa Italiana
MGT,etf_promo,FR0007075494,Amundi DJ Global Titans 50 UCITS ETF Dist,MGT.MI,Borsa Italiana
ACWI,etf_promo,LU1829220216,Amundi MSCI All Country World UCITS ETF EUR Acc,ACWI.MI,Borsa Italiana
WLDC,etf_promo,FR0014003IY1,Amundi MSCI World II UCITS ETF Acc,WLDC.MI,Borsa Italiana
WLDX,etf_promo,FR0013209921,Amundi MSCI World Ex EMU SRI Climate Paris Aligned UCITS ETF Acc,WLDX.MI,Borsa Italiana
CW8,etf_promo,LU1681043599,Amundi MSCI World UCITS ETF - EUR (C),CW8.MI,Borsa Italiana
FINSW,etf_promo,LU0533032859,Amundi MSCI World Financials UCITS ETF EUR Acc,FINSW.MI,Borsa Italiana
REWLD,etf_promo,LU1832418773,Amundi FTSE EPRA NAREIT Global Developed - UCITS ETF Dist,REWLD.MI,Borsa Italiana
TNOW,etf_promo,LU0533033667,Amundi MSCI World Information Technology UCITS ETF EUR Acc,TNOW.MI,Borsa Italiana
HLTW,etf_promo,LU0533033238,Amundi MSCI World Health Care UCITS ETF EUR Acc,HLTW.MI,Borsa Italiana
CWE,etf_promo,LU1681046006,Amundi Global Bioenergy UCITS ETF EUR Acc,CWE.MI,Borsa Italiana
MILL,etf_promo,LU2023678449,Amundi MSCI Millennials UCITS ETF Acc,MILL.MI,Borsa Italiana
WATC,etf_promo,FR0014002CH1,Amundi MSCI Water UCITS ETF Acc,WATC.MI,Borsa Italiana
ENER,etf_promo,FR0010524777,Amundi MSCI New Energy UCITS ETF Dist,ENER.MI,Borsa Italiana
EBUY,etf_promo,LU2023678878,Amundi MSCI Digital Economy UCITS ETF Acc,EBUY.MI,Borsa Italiana
WAT,etf_promo,FR0010527275,Amundi MSCI Water UCITS ETF Dist,WAT.MI,Borsa Italiana
CHIP,etf_promo,LU1900066033,Amundi MSCI Semiconductors UCITS ETF Acc,CHIP.MI,Borsa Italiana
NRJC,etf_promo,FR0014002CG3,Amundi MSCI New Energy UCITS ETF Acc,NRJC.MI,Borsa Italiana
ELCR,etf_promo,LU2023679090,Amundi MSCI Smart Mobility UCITS ETF Acc,ELCR.MI,Borsa Italiana
UNIC,etf_promo,LU2023678282,Amundi MSCI Disruptive Technology UCITS ETF Acc,UNIC.MI,Borsa Italiana
CATH,etf_promo,LU2216829809,Amundi MSCI World Catholic Principles UCITS ETF Acc,CATH.MI,Borsa Italiana
GLUX,etf_promo,LU1681048630,Amundi S&P Global Luxury UCITS ETF - EUR (C),GLUX.MI,Borsa Italiana
DAXX,etf_promo,LU0252633754,Amundi DAX III UCITS ETF Acc,DAXX.MI,Borsa Italiana
ETFMIB,etf_promo,FR0010010827,Amundi FTSE MIB UCITS ETF Dist,ETFMIB.MI,Borsa Italiana
DAXESG,etf_promo,LU2240851688,Amundi DAX 50 ESG UCITS ETF DR - EUR (C),DAXESG.MI,Borsa Italiana
C40,etf_promo,LU1681046931,Amundi CAC 40 ESG UCITS ETF DR - EUR (C),C40.MI,Borsa Italiana
MIBA,etf_promo,FR0014002H76,Amundi FTSE MIB UCITS ETF Acc,MIBA.MI,Borsa Italiana
PABEZ,etf_promo,LU2195226068,Amundi S&P Eurozone Climate Paris Aligned UCITS ETF Acc,PABEZ.MI,Borsa Italiana
CMU,etf_promo,LU1602144575,Amundi MSCI EMU ESG Selection UCITS ETF DR - EUR (C),CMU.MI,Borsa Italiana
CMUSRI,etf_promo,LU2109787635,Amundi MSCI EMU SRI Climate Paris Aligned UCITS ETF DR (C),CMUSRI.MI,Borsa Italiana
MSE,etf_promo,FR0007054358,Amundi EURO STOXX 50 II UCITS ETF Acc,MSE.MI,Borsa Italiana
EUSRI,etf_promo,LU1861137484,Amundi MSCI Europe SRI Climate Paris Aligned UCITS ETF DR (C),EUSRI.MI,Borsa Italiana
ESGE,etf_promo,LU1940199711,Amundi MSCI Europe ESG Selection UCITS ETF Acc,ESGE.MI,Borsa Italiana
CEU,etf_promo,LU1681042609,Amundi MSCI Europe ESG Broad Transition UCITS ETF DR - EUR (C),CEU.MI,Borsa Italiana
CN1,etf_promo,LU1681044647,Amundi MSCI Nordic UCITS ETF - EUR (C),CN1.MI,Borsa Italiana
LWCE,etf_promo,LU2130768844,Amundi MSCI Europe Climate Paris Aligned UCITS ETF Acc,LWCE.MI,Borsa Italiana
MEU,etf_promo,FR0010261198,Amundi MSCI Europe II UCITS ETF Acc,MEU.MI,Borsa Italiana
EDSRI,etf_promo,LU2059756598,Amundi MSCI Europe SRI Climate Paris Aligned UCITS ETF DR (D),EDSRI.MI,Borsa Italiana
ESGH,etf_promo,LU1940199984,Amundi MSCI Europe ESG Selection UCITS ETF EUR Hedged Acc,ESGH.MI,Borsa Italiana
ENRG,etf_promo,LU1834988278,Amundi STOXX Europe 600 Energy Screened UCITS ETF Acc,ENRG.MI,Borsa Italiana
HLT,etf_promo,LU1834986900,Amundi STOXX Europe 600 Healthcare UCITS ETF Acc,HLT.MI,Borsa Italiana
REEU,etf_promo,LU1812091194,Amundi FTSE Epra Europe Real Estate UCITS ETF - EUR (D),REEU.MI,Borsa Italiana
TRVL,etf_promo,LU1834988781,Amundi STOXX Europe 600 Consumer Discretionary UCITS ETF Acc,TRVL.MI,Borsa Italiana
INS,etf_promo,LU1834987973,Amundi STOXX Europe 600 Insurance UCITS ETF Acc,INS.MI,Borsa Italiana
BNK,etf_promo,LU1834983477,Amundi STOXX Europe 600 Banks UCITS ETF Acc,BNK.MI,Borsa Italiana
INDG,etf_promo,LU1834987890,Amundi STOXX Europe 600 Industrials UCITS ETF Acc,INDG.MI,Borsa Italiana
TNO,etf_promo,LU1834988518,Amundi STOXX Europe 600 Technology UCITS ETF Acc,TNO.MI,Borsa Italiana
EPRE,etf_promo,LU1681039480,Amundi FTSE Epra Europe Real Estate UCITS ETF - EUR (C),EPRE.MI,Borsa Italiana
UTI,etf_promo,LU1834988864,Amundi STOXX Europe 600 Utilities UCITS ETF Acc,UTI.MI,Borsa Italiana
TELE,etf_promo,LU1834988609,Amundi STOXX Europe 600 Telecommunications UCITS ETF Acc,TELE.MI,Borsa Italiana
BNKE,etf_promo,LU1829219390,Amundi Euro Stoxx Banks UCITS ETF Acc,BNKE.MI,Borsa Italiana
FOO,etf_promo,LU1834985845,Amundi STOXX Europe 600 Consumer Staples UCITS ETF Acc,FOO.MI,Borsa Italiana
BRES,etf_promo,LU1834983550,Amundi STOXX Europe 600 Basic Resources UCITS ETF Acc,BRES.MI,Borsa Italiana
SEL,etf_promo,LU1812092168,Amundi Stoxx Europe Select Dividend 30 - UCITS ETF Dist,SEL.MI,Borsa Italiana
VCEU,etf_promo,LU1681042518,Amundi MSCI Europe Value Factor UCITS ETF - EUR (C),VCEU.MI,Borsa Italiana
GWT,etf_promo,LU1598688189,Amundi MSCI Europe Growth UCITS ETF Dist,GWT.MI,Borsa Italiana
VAL,etf_promo,LU1598690169,Amundi MSCI EMU Value Factor UCITS ETF Dist,VAL.MI,Borsa Italiana
QCEU,etf_promo,LU1681041890,Amundi MSCI Europe Quality Factor UCITS ETF - EUR (C),QCEU.MI,Borsa Italiana
MMS,etf_promo,LU1598689153,Amundi MSCI EMU Small Cap ESG Broad Transition UCITS ETF DIST,MMS.MI,Borsa Italiana
DJE,etf_promo,FR0007056841,Amundi Dow Jones Industrial Average UCITS ETF Dist,DJE.MI,Borsa Italiana
NDXH,etf_promo,LU1681038599,Amundi NASDAQ-100 UCITS ETF - Daily Hedged EUR (C),NDXH.MI,Borsa Italiana
UST,etf_promo,LU1829221024,Amundi Nasdaq-100 II UCITS ETF Acc,UST.MI,Borsa Italiana
500H,etf_promo,LU1681049109,Amundi S&P 500 UCITS ETF - DAILY HEDGED EUR (C),500H.MI,Borsa Italiana
A500,etf_promo,LU1681048804,Amundi S&P 500 UCITS ETF - EUR (C),A500.MI,Borsa Italiana
ANX,etf_promo,LU1681038243,Amundi NASDAQ-100 UCITS ETF - EUR (C),ANX.MI,Borsa Italiana
RS2K,etf_promo,LU1681038672,Amundi Russell 2000 UCITS ETF - EUR (C),RS2K.MI,Borsa Italiana
B500,etf_promo,LU1681048127,Amundi S&P 500 Buyback UCITS ETF - EUR (C),B500.MI,Borsa Italiana
JPN,etf_promo,FR0010245514,Amundi Japan TOPIX II UCITS ETF EUR Dist,JPN.MI,Borsa Italiana
AUST,etf_promo,LU0496786905,Amundi Australia S&P/ASX 200 UCITS ETF Dist,AUST.MI,Borsa Italiana
CJ1,etf_promo,LU1602144732,Amundi MSCI Japan ESG Broad Transition UCITS ETF EUR Acc,CJ1.MI,Borsa Italiana
TPXH,etf_promo,LU1681037864,Amundi Japan Topix UCITS ETF - DAILY HEDGED EUR (C),TPXH.MI,Borsa Italiana
JPNH,etf_promo,FR0011475078,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,JPNH.MI,Borsa Italiana
AEJ,etf_promo,LU1900068328,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF Acc,AEJ.MI,Borsa Italiana
APEX,etf_promo,LU1900068161,Amundi MSCI AC Asia Ex Japan UCITS ETF Acc,APEX.MI,Borsa Italiana
EMXC,etf_promo,LU2009202107,Amundi MSCI Emerging Ex China UCITS ETF Acc,EMXC.MI,Borsa Italiana
CLEM,etf_promo,LU2109787049,Amundi MSCI Emerging Markets ESG Broad Transition UCITS ETF DR (C),CLEM.MI,Borsa Italiana
EMSRI,etf_promo,LU1861138961,Amundi MSCI Emerging Markets SRI Climate Paris Aligned UCITS ETF DR (C),EMSRI.MI,Borsa Italiana
EMESG,etf_promo,LU2109787551,Amundi MSCI Emerging Markets ESG Selection UCITS ETF DR (C),EMESG.MI,Borsa Italiana
EMKT,etf_promo,FR0010429068,Amundi MSCI Emerging Markets III UCITS ETF EUR Acc,EMKT.MI,Borsa Italiana
CINA,etf_promo,LU1900068914,Amundi MSCI China ESG Selection Extra UCITS ETF Acc,CINA.MI,Borsa Italiana
HK,etf_promo,LU1900067940,Amundi MSCI China ESG Selection Extra UCITS ETF Dist,HK.MI,Borsa Italiana
CI2,etf_promo,LU1681043086,Amundi MSCI India UCITS ETF - EUR (C),CI2.MI,Borsa Italiana
KOR,etf_promo,LU1900066975,Amundi MSCI Korea UCITS ETF Acc,KOR.MI,Borsa Italiana
INDO,etf_promo,LU1900065811,Amundi MSCI Indonesia UCITS ETF Acc,INDO.MI,Borsa Italiana
TUR,etf_promo,LU1900067601,Amundi MSCI Turkey UCITS ETF Acc,TUR.MI,Borsa Italiana
CNAA,etf_promo,FR0011720911,Amundi MSCI China A UCITS ETF Acc,CNAA.MI,Borsa Italiana
GRC,etf_promo,FR0010405431,Amundi MSCI Greece UCITS ETF Dist,GRC.MI,Borsa Italiana
INDI,etf_promo,FR0010361683,Amundi MSCI India II UCITS ETF EUR Acc,INDI.MI,Borsa Italiana
BRA,etf_promo,LU1900066207,Amundi MSCI Brazil UCITS ETF Acc,BRA.MI,Borsa Italiana
EST,etf_promo,LU1900066462,Amundi MSCI Eastern Europe Ex Russia UCITS ETF Acc,EST.MI,Borsa Italiana
AASI,etf_promo,LU1681044480,Amundi MSCI Em Asia UCITS ETF - EUR (C),AASI.MI,Borsa Italiana
LAFRI,etf_promo,LU1287022708,Amundi Pan Africa UCITS ETF Acc,LAFRI.MI,Borsa Italiana
CC1,etf_promo,LU1681043912,Amundi MSCI China Tech UCITS ETF EUR,CC1.MI,Borsa Italiana
EGOV,etf_promo,LU1437018598,Amundi Euro Government Bond UCITS ETF Acc,EGOV.MI,Borsa Italiana
MTIG,etf_promo,LU1737653714,Amundi Euro Government Bond UCITS ETF Dist,MTIG.MI,Borsa Italiana
C3M,etf_promo,FR0010754200,Amundi Govies 0-6 Months Euro Investment Grade UCITS ETF DR (C),C3M.MI,Borsa Italiana
EM1015,etf_promo,LU1650489385,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,EM1015.MI,Borsa Italiana
AAA35,etf_promo,LU1829219713,Fixed Income,AAA35.MI,Borsa Italiana
X1G,etf_promo,LU1681046774,Fixed Income,X1G.MI,Borsa Italiana
AM3A,etf_promo,LU1681046691,Fixed Income,AM3A.MI,Borsa Italiana
EM13,etf_promo,LU1650487413,Amundi Euro Government Bond 1-3Y UCITS ETF Acc,EM13.MI,Borsa Italiana
EM57,etf_promo,LU1287023003,Amundi Euro Government Bond 5-7Y UCITS ETF Acc,EM57.MI,Borsa Italiana
EM15,etf_promo,LU1287023268,Amundi Euro Government Bond 15+Y UCITS ETF Acc,EM15.MI,Borsa Italiana
BTP10,etf_promo,LU1598691217,Amundi Italy BTP Government Bond 10Y UCITS ETF Acc,BTP10.MI,Borsa Italiana
EMAAA,etf_promo,LU1287023342,Amundi Euro Highest Rated Macro-Weighted Government Bond UCITS ETF Acc,EMAAA.MI,Borsa Italiana
ERTH,etf_promo,LU2356220926,Amundi Euro Government Green Bond UCITS ETF Acc,ERTH.MI,Borsa Italiana
CB3,etf_promo,LU1681046261,Amundi Euro Government Tilted Green Bond UCITS ETF Acc,CB3.MI,Borsa Italiana
EM35,etf_promo,LU1650488494,Amundi Euro Government Bond 3-5Y UCITS ETF Acc,EM35.MI,Borsa Italiana
EM710,etf_promo,LU1287023185,Amundi Euro Government Bond 7-10Y UCITS ETF Acc,EM710.MI,Borsa Italiana
AAA13,etf_promo,LU1829219556,Fixed Income,AAA13.MI,Borsa Italiana
BTP13,etf_promo,LU1598691050,Amundi Italy BTP Government Bond 1-3Y UCITS ETF Dist,BTP13.MI,Borsa Italiana
GGOV,etf_promo,LU1437016204,Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR (C),GGOV.MI,Borsa Italiana
GOVH,etf_promo,LU1708330235,Fixed Income,GOVH.MI,Borsa Italiana
AGEB,etf_promo,LU1681041205,Amundi J.P. Morgan USD Emerging Markets Bond UCITS ETF Acc,AGEB.MI,Borsa Italiana
EMKTB,etf_promo,LU1686830909,Amundi J.P. Morgan USD Emerging Markets Bond UCITS ETF Dist,EMKTB.MI,Borsa Italiana
EMI,etf_promo,LU1650491282,Amundi Euro Government Inflation-Linked Bond UCITS ETF Acc,EMI.MI,Borsa Italiana
ECRP,etf_promo,LU1437018168,Amundi EUR Corporate Bond ESG UCITS ETF DR (C),ECRP.MI,Borsa Italiana
EBBB,etf_promo,LU1525418643,Amundi EUR Corporate Bond 1-5Y ESG UCITS ETF Acc,EBBB.MI,Borsa Italiana
AHYE,etf_promo,LU1681040496,Amundi Euro High Yield Bond ESG UCITS ETF Acc,AHYE.MI,Borsa Italiana
ECRP3,etf_promo,LU2037748774,Amundi EUR Corporate Bond 0-3Y ESG UCITS ETF DR (C),ECRP3.MI,Borsa Italiana
HYS,etf_promo,LU1617164998,Amundi EUR Short Term High Yield Corporate Bond ESG UCITS ETF Dist,HYS.MI,Borsa Italiana
CRPE,etf_promo,LU1829219127,Amundi EUR Corporate Bond Climate Paris Aligned UCITS ETF Acc,CRPE.MI,Borsa Italiana
CBEF,etf_promo,LU1829218822,Amundi EUR Corporate Bond ex-Financials ESG UCITS ETF Acc,CBEF.MI,Borsa Italiana
CC4,etf_promo,LU1681039647,Amundi EUR Corporate Bond ESG UCITS ETF 2 DR - EUR (C),CC4.MI,Borsa Italiana
AFRN,etf_promo,LU1681041114,Amundi EUR Floating Rate Corporate Bond ESG UCITS ETF Acc,AFRN.MI,Borsa Italiana
HYBB,etf_promo,LU1215415214,Amundi Euro High Yield Bond ESG UCITS ETF Dist,HYBB.MI,Borsa Italiana
PLAN,etf_promo,LU2370241684,Amundi Corporate Proceeds Bond UCITS ETF Acc,PLAN.MI,Borsa Italiana
GHYE,etf_promo,LU2099295466,Amundi Global High Yield Corporate Bond ESG UCITS ETF DR - USD (C),GHYE.MI,Borsa Italiana
UBBB,etf_promo,LU1525418726,Amundi Global Corporate Bond 1-5Y ESG UCITS ETF DR (C),UBBB.MI,Borsa Italiana
USIG,etf_promo,LU1285959703,Amundi USD Corporate Bond Climate Paris Aligned UCITS ETF Dist,USIG.MI,Borsa Italiana
USFRN,etf_promo,LU1681040900,Amundi USD Floating Rate Corporate Bond ESG UCITS ETF Acc,USFRN.MI,Borsa Italiana
HFRN,etf_promo,LU1681041031,Amundi USD Floating Rate Corporate Bond ESG UCITS ETF EUR Hedged Acc,HFRN.MI,Borsa Italiana
USHY,etf_promo,LU1435356149,Amundi USD High Yield Corporate Bond ESG UCITS ETF Dist,USHY.MI,Borsa Italiana
UCRP,etf_promo,LU1806495575,Amundi USD Corporate Bond ESG UCITS ETF DR (C),UCRP.MI,Borsa Italiana
USIC,etf_promo,LU1285959885,Amundi USD Corporate Bond Climate Paris Aligned UCITS ETF Acc,USIC.MI,Borsa Italiana
USIH,etf_promo,LU1285960032,Fixed Income,USIH.MI,Borsa Italiana
USHYC,etf_promo,LU1435356065,Amundi USD High Yield Corporate Bond ESG UCITS ETF Acc,USHYC.MI,Borsa Italiana
EGRI,etf_promo,LU2182388236,Amundi Euro Aggregate Bond ESG UCITS ETF DR (C),EGRI.MI,Borsa Italiana
CLIM,etf_promo,LU1563454310,Amundi Global Aggregate Green Bond UCITS ETF Acc,CLIM.MI,Borsa Italiana
CLMD,etf_promo,LU1563454401,Amundi Global Aggregate Green Bond UCITS ETF Dist,CLMD.MI,Borsa Italiana
COMH,etf_promo,LU1900069219,Broad Commodities,COMH.MI,Borsa Italiana
COMO,etf_promo,LU1829218749,Amundi Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF Acc,COMO.MI,Borsa Italiana
LWCR,etf_promo,IE0001GSQ2O9,Amundi MSCI World ESG Broad Transition UCITS ETF Acc,LWCR.MI,Borsa Italiana
GOAI,etf_promo,LU1861132840,Amundi MSCI Robotics & AI UCITS ETF Acc,GOAI.MI,Borsa Italiana
SCITY,etf_promo,LU2037748345,Amundi MSCI Smart Cities UCITS ETF ACC,SCITY.MI,Borsa Italiana
FMI,etf_promo,LU1681037518,Amundi Italy MIB ESG UCITS ETF DR - EUR (C),FMI.MI,Borsa Italiana
MFDD,etf_promo,LU0908501132,Amundi MSCI EMU ESG Broad Transition UCITS ETF DIST,MFDD.MI,Borsa Italiana
CEU2,etf_promo,LU1437015735,Amundi Index MSCI Europe UCITS ETF DR (C),CEU2.MI,Borsa Italiana
DEFS,etf_promo,LU3038520774,Amundi Stoxx Europe Defense UCITS ETF Acc,DEFS.MI,Borsa Italiana
S500,etf_promo,IE000KXCEXR3,Amundi S&P 500 Screened UCITS ETF - Acc,S500.MI,Borsa Italiana
ESGUSA,etf_promo,IE000PEAJOT0,Amundi MSCI USA ESG Selection UCITS ETF Acc,ESGUSA.MI,Borsa Italiana
UESG,etf_promo,IE0008TKP6O7,Amundi MSCI USA ESG Selection Extra UCITS ETF DR - USD (D),UESG.MI,Borsa Italiana
WELE,etf_promo,IE000LAP5Z18,Amundi S&P 500 Equal Weight ESG UCITS ETF Acc,WELE.MI,Borsa Italiana
USRI,etf_promo,IE000R85HL30,Amundi MSCI USA SRI Climate Paris Aligned UCITS ETF Acc,USRI.MI,Borsa Italiana
USRIH,etf_promo,IE0000U24AJ9,Amundi MSCI USA SRI Climate Paris Aligned UCITS ETF Acc EUR Hedged,USRIH.MI,Borsa Italiana
USTH,etf_promo,LU1954152853,Amundi Nasdaq-100 II UCITS ETF EUR Hedged Acc,USTH.MI,Borsa Italiana
S500H,etf_promo,IE00058MW3M8,Amundi S&P 500 Screened UCITS ETF - Acc EUR Hedged,S500H.MI,Borsa Italiana
XMGA,etf_promo,IE000XL4IXU1,Amundi MSCI USA Ex Mega Cap UCITS ETF Acc,XMGA.MI,Borsa Italiana
AEME,etf_promo,LU1437017350,Amundi Index MSCI Emerging Markets UCITS ETF DR (C),AEME.MI,Borsa Italiana
AEMD,etf_promo,LU1737652583,Amundi Index MSCI Emerging Markets UCITS ETF DR (D),AEMD.MI,Borsa Italiana
GAGG,etf_promo,LU1437024729,Amundi Global Aggregate Bond UCITS ETF DR (C),GAGG.MI,Borsa Italiana
SMART,etf_promo,LU1190417599,Amundi Smart Overnight Return UCITS ETF Acc,SMART.MI,Borsa Italiana
LEONIA,etf_promo,FR0010510800,Amundi EUR Overnight Return UCITS ETF Acc,LEONIA.MI,Borsa Italiana
ITAMID,etf_promo,FR0011758085,Amundi FTSE Italia PMI PIR 2020 UCITS ETF Acc,ITAMID.MI,Borsa Italiana
LVO,etf_promo,LU0832435464,Amundi S&P 500 VIX Futures Enhanced Roll UCITS ETF Acc,LVO.MI,Borsa Italiana
CSSPX,etf,,iShares Core S&P 500,CSSPX.MI,Borsa Italiana
CSNDX,etf,,iShares Nasdaq 100,CSNDX.MI,Borsa Italiana
EQQQ,etf,,Invesco Nasdaq 100,EQQQ.MI,Borsa Italiana
VUSA,etf,,Vanguard S&P 500,VUSA.MI,Borsa Italiana
VWCE,etf,,Vanguard FTSE All-World,VWCE.MI,Borsa Italiana
EIMI,etf,,iShares Core MSCI EM IMI,EIMI.MI,Borsa Italiana
SMEA,etf,,iShares Core MSCI EMU,SMEA.MI,Borsa Italiana
IMIB,etf,,iShares FTSE MIB,IMIB.MI,Borsa Italiana
IWMO,etf,,iShares MSCI World Momentum,IWMO.MI,Borsa Italiana
IWQU,etf,,iShares MSCI World Quality,IWQU.MI,Borsa Italiana
INRG,etf,,iShares Global Clean Energy,INRG.MI,Borsa Italiana
ECAR,etf,,iShares Electric Vehicles,ECAR.MI,Borsa Italiana
IHYG,etf,,iShares Euro High Yield,IHYG.MI,Borsa Italiana
SGLD,etf,,Invesco Physical Gold,SGLD.MI,Borsa Italiana
PHAU,etf,,WisdomTree Physical Gold,PHAU.MI,Borsa Italiana
PHAG,etf,,WisdomTree Physical Silver,PHAG.MI,Borsa Italiana
PHPT,etf,,WisdomTree Physical Platinum,PHPT.MI,Borsa Italiana
COPA,etf,,WisdomTree Copper,COPA.MI,Borsa Italiana
BRNT,etf,,WisdomTree Brent Crude Oil,BRNT.MI,Borsa Italiana
SMH,etf,,VanEck Semiconductor,SMH.MI,Borsa Italiana
DFNS,etf,,VanEck Defense,DFNS.MI,Borsa Italiana
ESPO,etf,,VanEck Video Gaming and eSports,ESPO.MI,Borsa Italiana
ROBO,etf,,L&G ROBO Global Robotics,ROBO.MI,Borsa Italiana
WCLD,etf,,WisdomTree Cloud Computing,WCLD.MI,Borsa Italiana
EMQQ,etf,,EMQQ Emerging Markets Internet,EMQQ.MI,Borsa Italiana
CSKR,etf,,iShares MSCI Korea,CSKR.MI,Borsa Italiana
CSJP,etf,,iShares Core MSCI Japan,CSJP.MI,Borsa Italiana
NDIA,etf,,iShares MSCI India,NDIA.MI,Borsa Italiana
FXC,etf,,iShares China Large Cap,FXC.MI,Borsa Italiana
IBZL,etf,,iShares MSCI Brazil,IBZL.MI,Borsa Italiana
ITKY,etf,,iShares MSCI Turkey,ITKY.MI,Borsa Italiana
EXSA,etf,,iShares Stoxx Europe 600,EXSA.MI,Borsa Italiana
LEVMIB,etf,,Lyxor FTSE MIB Daily 2x Leveraged,LEVMIB.MI,Borsa Italiana
DJLEV,etf,,Amundi Euro Stoxx 50 Daily 2x Leveraged,DJLEV.MI,Borsa Italiana
